IPO Status,Ticker Code,Company Name,Sector,Subsector,Listing Board,Final Price (Rp),Return D1,Return D2,Return D3,Return D4,Return D5,Return D6,Return D7,Return from Listing Date,Line of Business,Address,Website,Number of shares offered,% of Total Shares,Participant Admin,Underwriter(s),Book Building Opening,Book Building Closing,Lowest Book Building Price (Rp),Highest Book Building Price (Rp),Opening of Offering Period,Closing of Offering Period,Closing Date,Distribution Date,Listing Date,Warrant per share ratio,Exercise Price (Warrant) (Rp)
Closed,WGSH,PT Wira Global Solusi Tbk,Telecom,IT Services & Consulting,Akselerasi,Rp 140,0.1,0.09740259740259741,0.09467455621301775,0.0918918918918919,0.09900990099009901,-0.0990990990990991,-0.1,-0.32857142857142857,Bergerak dalam bidang usaha Perdagangan Teknologi Informasi,"The Breeze BSD City L81 - 82 Jln. Grand Boulevard Kabupaten Tangerang Indonesia, 15345",https://www.wgshub.com/,2.085.000 Lot,20%,AH - SHINHAN SEKURITAS INDONESIA,AH - SHINHAN SEKURITAS INDONESIA,2021-11-09,2021-11-17,125,140,2021-11-30,2021-12-02,2021-12-02,2021-12-03,06 Dec 2021,0.0,
Closed,CMRY,PT Cisarua Mountain Dairy Tbk,Consumer Staples,Dairy Products,Utama,Rp 3.080,0.10714285714285714,-0.008797653958944282,0.04142011834319527,-0.02556818181818182,0.0029154518950437317,0.014534883720930232,-0.014326647564469915,0.7775974025974026,Bergerak di bidang usaha Produk Susu Premium dan Konsumen Premium,Rukan Taman Meruya Jl. Komp. Rukan Taman Meruya No.N/27-28 Jakarta Barat 11620 Indonesia,https://www.cimory.com,11.902.030 Lot,15%,CC - MANDIRI SEKURITAS,CC - MANDIRI SEKURITASGR - PANIN SEKURITAS TBK.KZ - CLSA SEKURITAS INDONESIA,2021-11-10,2021-11-17,2780,3160,2021-11-30,2021-12-02,2021-12-02,2021-12-03,06 Dec 2021,0.0,
Closed,TAYS,PT JAYA SWARASA AGUNG TBK,Consumer Staples,Processed Foods,Pengembangan,Rp 360,-0.06666666666666667,-0.023809523809523808,-0.06707317073170732,-0.06535947712418301,-0.04195804195804196,-0.0364963503649635,0.0,-0.7972222222222223,Industri Makanan Ringan,"Jalan Parung Panjang No. 68, Kp. Bungaok RT001/RW003 Desa Kemuning, Kecamatan Legok, Kabupaten Tangerang, Banten 15820.",https://www.taysbakers.com,2.403.000 Lot,21.87%,XA - NH KORINDO SEKURITAS INDONESIA,XA - NH KORINDO SEKURITAS INDONESIAHD - KGI SEKURITAS INDONESIA,2021-11-02,2021-11-08,336,360,2021-11-30,2021-12-02,2021-12-02,2021-12-03,06 Dec 2021,0.0,
Closed,DEPO,PT Caturkarda Depo Bangunan Tbk,Energy,Home Improvement Retail,Pengembangan,Rp 482,0.24481327800829875,0.03333333333333333,-0.04838709677419355,0.0423728813559322,-0.008130081300813009,0.0,-0.06557377049180328,-0.45228215767634855,Supermarket dan/atau Retai Bahan Bangunan,"Jl. Raya Serpong KM2, Kel. Pakulonan, Kec. Serpong Utara, Tangerang Selatan",https://depobangunan.co.id/,10.240.000 Lot,15.08%,YP - MIRAE ASSET SEKURITAS INDONESIA,YP - MIRAE ASSET SEKURITAS INDONESIA,2021-11-01,2021-11-08,426,525,2021-11-18,2021-11-23,2021-11-23,2021-11-24,25 Nov 2021,0.0,
Closed,BINO,PT Perma Plasindo Tbk,Consumer Discretionary,Office Supplies,Pengembangan,Rp 138,0.21014492753623187,-0.059880239520958084,0.012738853503184714,-0.06918238993710692,-0.05405405405405406,-0.007142857142857143,0.0,0.5652173913043478,Aktivitas perusahaan holding serta produksi dan distribusi alat tulis kantor melalui entitas anak,"Jl. Raya Boulevard Barat Blok LC VI No 23, Kelapa Gading Barat, Jakarta Utara, Indonesia 14240",https://www.permaplasindo.co.id/,4.350.000 Lot,20%,IU - INDO CAPITAL SEKURITAS,IU - INDO CAPITAL SEKURITASMG - SEMESTA INDOVEST SEKURITASKK - PHILLIP SEKURITAS INDONESIA,2021-10-28,2021-11-05,120,145,2021-11-18,2021-11-23,2021-11-23,2021-11-24,25 Nov 2021,0.5,Rp 168
Closed,MTEL,PT Dayamitra Telekomunikasi Tbk,Materials,Wireless Telecommunication Services,,Rp 800,-0.04375,0.013071895424836602,0.0,0.0,-0.0064516129032258064,-0.012987012987012988,0.02631578947368421,-0.2,Penyedia Jasa Menara Telekomunikasi,Telkom Landmark Tower Lt. 27 Jl. Gatot Subroto Kavling 52 Jakarta 12710,https://www.mitratel.co.id/,229.205.120 Lot,27.63%,CC - MANDIRI SEKURITAS,CC - MANDIRI SEKURITASS0 - PT Morgan Stanley Sekuritas IndonesiaGR - PANIN SEKURITAS TBK.GW - HSBC SEKURITAS INDONESIARS - YULIE SEKURITAS INDONESIA TBK.OD - BRI DANAREKSA SEKURITASIN - INVESTINDO NUSANTARA SEKURITASPF - DANASAKTI SEKURITAS INDONESIAIF - SAMUEL SEKURITAS INDONESIABK - J.P. MORGAN SEKURITAS INDONESIACP - KB VALBURY SEKURITAS,2021-10-26,2021-11-04,775,975,2021-11-16,2021-11-18,2021-11-18,2021-11-19,22 Nov 2021,0.0,
Closed,BOBA,PT Formosa Ingredient Factory Tbk,Consumer Staples,Processed Foods,Pengembangan,Rp 280,0.25,-0.005714285714285714,-0.05747126436781609,-0.06707317073170732,0.006535947712418301,-0.045454545454545456,0.047619047619047616,-0.35,"Produksi tapioca pearl, topping jelly, popping boba, premium sauce, syrup dan premix powder","Berlian 88 Biz Estate Blok C No.1 Jl. Diklat Pemda, Kelapa Dua Tangerang – Banten 15810",https://bobaking.co.id/,1.400.000 Lot,12.11%,MI - VICTORIA SEKURITAS INDONESIA,MI - VICTORIA SEKURITAS INDONESIA,2021-10-05,2021-10-11,250,280,2021-10-26,2021-10-28,2021-10-28,2021-10-29,01 Nov 2021,0.0,
Closed,KUAS,PT ACE OLDFIELDS TBK,Consumer Discretionary,Building Products & Fixtures,Pengembangan,Rp 195,0.3435897435897436,-0.04580152671755725,0.0,-0.064,-0.06837606837606838,-0.06422018348623854,-0.058823529411764705,-0.7333333333333333,Perseroan Bergerak Dalam Bidang Usaha Produksi Peralatan Dan Perlengkapan Pengecatan,"Jl. Raya Cileungsi Jonggol KM 22,5 RT.006 RW.002, Cileungsi, Bogor, 16820",https://www.aceoldfields.com,3.900.000 Lot,30.17%,XA - NH KORINDO SEKURITAS INDONESIA,XA - NH KORINDO SEKURITAS INDONESIA,2021-09-22,2021-09-27,195,250,2021-10-18,2021-10-21,2021-10-21,2021-10-22,25 Oct 2021,0.33,Rp 250
Closed,IDEA,PT Idea Indonesia Akademi Tbk,Energy,Education Services,Akselerasi,Rp 140,0.1,0.09740259740259741,-0.09467455621301775,-0.09803921568627451,-0.09420289855072464,-0.056,0.09322033898305085,-0.7571428571428571,"Akademi Pendidikan dan Pelatihan Perhotelan, Kapal Pesiar, Tata Boga dan Restoran Berbasis Industri","18 Office Park Lantai 10 Jalan TB Simatupang Kav. 18, RW.1, Kebagusan, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12520",https://www.ideaindonesia.com,2.124.875 Lot,20%,IU - INDO CAPITAL SEKURITAS,IU - INDO CAPITAL SEKURITASKK - PHILLIP SEKURITAS INDONESIA,2021-08-13,2021-08-24,120,155,2021-09-02,2021-09-07,2021-09-07,2021-09-08,09 Sep 2021,0.0,
Closed,RSGK,PT Kedoya Adyaraya Tbk,Healthcare,Healthcare Providers,Utama,Rp 1.720,0.25,-0.046511627906976744,-0.05609756097560976,-0.046511627906976744,0.06233062330623306,-0.03571428571428571,-0.021164021164021163,-0.26744186046511625,Bergerak di bidang Aktivitas Rumah Sakit Swasta,"RS Grha Kedoya Jalan Panjang Arteri No. 26, Kedoya Utara, Kebon Jeruk, Jakarta 11520",https://www.grhahospitals.com,1.859.400 Lot,20%,RF - BUANA CAPITAL SEKURITAS,RF - BUANA CAPITAL SEKURITAS,2021-08-12,2021-08-24,1500,1750,2021-09-02,2021-09-06,2021-09-06,2021-09-07,08 Sep 2021,0.0,
Closed,GTSI,PT GTS Internasional Tbk,Real Estate,Logistics & Deliveries,Pemantauan Khusus,Rp 100,-0.07,-0.06451612903225806,-0.06896551724137931,0.0,-0.037037037037037035,-0.01282051282051282,-0.025974025974025976,-0.7,"distribusi gas alam dan buatan, transportasi laut dalam negeri dan luar negeri untuk barang khusus","Mangkuluhur City Tower One, lantai 26, Jl. Jend. Gatot Subroto Kav. 1-3 Jakarta 12930, Indonesia",https://gtsi.co.id/,24.000.000 Lot,15.17%,LS - RELIANCE SEKURITAS INDONESIA TBK.,LS - RELIANCE SEKURITAS INDONESIA TBK.,2021-08-20,2021-08-26,100,150,2021-09-02,2021-09-06,2021-09-06,2021-09-07,08 Sep 2021,0.0,
Closed,RUNS,PT Global Sukses Solusi Tbk,Telecom,IT Services & Consulting,Akselerasi,Rp 254,0.09448818897637795,0.09352517985611511,0.09868421052631579,0.09580838323353294,0.09836065573770492,0.09950248756218906,0.09954751131221719,-0.7637795275590551,"Informasi dan Komunikasi serta Perdagangan Besar & Eceran Piranti Lunak, Komputer & Perlengkapannya","Grha RUN System Jl. Pakuningratan No. 15, Yogyakarta, 55233",https://www.runsystem.id,1.968.000 Lot,20.01%,YP - MIRAE ASSET SEKURITAS INDONESIA,YP - MIRAE ASSET SEKURITAS INDONESIAOD - BRI DANAREKSA SEKURITAS,2021-08-20,2021-08-26,230,254,2021-09-02,2021-09-06,2021-09-06,2021-09-07,08 Sep 2021,0.0,
Closed,CMNT,PT Cemindo Gemilang Tbk,Utilities,Construction Materials,Utama,Rp 680,0.25,0.011764705882352941,-0.046511627906976744,-0.018292682926829267,0.012422360248447204,0.03067484662576687,0.023809523809523808,0.5220588235294118,Industri Semen,"Jl. Raya Pluit Selatan Blok S No. 8 I-J RT022/RW008, Penjaringan Jakarta Utara 14440, Indonesia",https://www.semenmerahputih.com,17.188.000 Lot,10.04%,KI - CIPTADANA SEKURITAS ASIA,KI - CIPTADANA SEKURITAS ASIACC - MANDIRI SEKURITASAK - UBS SEKURITAS INDONESIA,2021-08-09,2021-08-19,600,800,2021-09-02,2021-09-06,2021-09-06,2021-09-07,08 Sep 2021,0.0,
Closed,SBMA,PT Surya Biru Murni Acetylene Tbk,Utilities,Basic Chemicals,Pengembangan,Rp 180,0.34444444444444444,0.24793388429752067,0.24503311258278146,0.25,0.06382978723404255,-0.068,-0.06866952789699571,-0.28888888888888886,Bergerak di Bidang Industri Kimia Anorganik Gas,"Jalan Jendral Sudirman No. 5 - 6, Kelurahan Klandasan Ilir, Kecamatan Balikpapan Kota, Kota Balikpapan, Provinsi Kalimantan Timur 76113",https://www.suryabirumurni.co.id,2.784.000 Lot,29.99%,HD - KGI SEKURITAS INDONESIA,HD - KGI SEKURITAS INDONESIA,2021-08-19,2021-08-23,180,230,2021-09-02,2021-09-06,2021-09-06,2021-09-07,08 Sep 2021,0.17,Rp 230
Closed,MCOL,PT Prima Andalan Mandiri Tbk,Financials,Coal Production,Utama,Rp 1.420,0.10211267605633803,0.054313099041533544,0.006060606060606061,0.006024096385542169,-0.017964071856287425,-0.01524390243902439,-0.0030959752321981426,2.926056338028169,Pertambangan Batubara dan Jasa Pertambangan Melalui Entitas Anak,"Gedung Office 8, Lantai 28 SCBD Lot. 28, Jl. Jend. Sudirman Kav. 52 - 53, Kebayoran Baru, Jakarta 12190",https://www.mandiricoal.co.id,3.555.600 Lot,10%,RF - BUANA CAPITAL SEKURITAS,RF - BUANA CAPITAL SEKURITAS,2021-07-28,2021-08-16,1420,1600,2021-09-01,2021-09-03,2021-09-03,2021-09-06,07 Sep 2021,0.0,
Closed,OILS,PT Indo Oil Perkasa Tbk,Utilities,Agricultural Chemicals,Pengembangan,Rp 270,0.24444444444444444,0.25,0.25,0.24761904761904763,-0.06870229007633588,-0.06557377049180328,-0.06140350877192982,-0.6296296296296297,Pengolahan produksi kopra dan penjualan minyak kelapa,"Jalan Raya Perning No. 39, Kecamatan Jetis, Kabupaten Mojokerto, Jawa Timur 61352",https://www.indooilperkasa.com,1.500.000 Lot,33.04%,BQ - KOREA INVESTMENT AND SEKURITAS INDONESIA,BQ - KOREA INVESTMENT AND SEKURITAS INDONESIA,2021-08-09,2021-08-16,270,300,2021-08-31,2021-09-02,2021-09-02,2021-09-03,06 Sep 2021,0.25,Rp 320
Closed,GPSO,PT Geoprima Solusi Tbk,Telecom,Electronic Equipment & Instruments,Pengembangan,Rp 180,0.34444444444444444,-0.04132231404958678,-0.06896551724137931,-0.06481481481481481,-0.06930693069306931,0.02127659574468085,0.010416666666666666,-0.4111111111111111,"Perdagangan Besar Mesin, Peralatan dan Perlengkapan Lainnya","Rukan Artha Gading Niaga Blok D-9, Kelapa Gading, Jakarta Utara 14240",https://www.geoprima.co.id,1.666.666 Lot,25%,SF - SURYA FAJAR SEKURITAS,SF - SURYA FAJAR SEKURITASXA - NH KORINDO SEKURITAS INDONESIA,2021-08-09,2021-08-13,175,180,2021-08-30,2021-09-02,2021-09-02,2021-09-03,06 Sep 2021,1.0,Rp 250
Closed,HAIS,PT Hasnur Internasional Shipping Tbk,Real Estate,Logistics & Deliveries,Pengembangan,Rp 300,0.24666666666666667,-0.06951871657754011,-0.06896551724137931,-0.06790123456790123,-0.033112582781456956,-0.02054794520547945,-0.055944055944055944,-0.28,Pengangkutan barang dengan menggunakan kapal laut untuk mengangkut suatu jenis barang tertentu.,"Gedung Office 8 Lantai 7, SCBD Lot 28 Jl. Jenderal Sudirman Kav. 52-53 RT/ RW 006/003 Kel. Senayan, Jakarta 12190 - Indonesia",https://www.pthis.id,5.252.500 Lot,20%,DR - RHB SEKURITAS INDONESIA,DR - RHB SEKURITAS INDONESIA,2021-07-26,2021-08-06,230,300,2021-08-24,2021-08-30,2021-08-30,2021-08-31,01 Sep 2021,0.0,
Closed,UVCR,PT Trimegah Karya Pratama Tbk,Telecom,Online Applications & Services,Pengembangan,Rp 100,0.1,0.1,0.09917355371900827,0.09774436090225563,0.0958904109589041,0.1,0.09659090909090909,-0.35,Perdagangan Voucher Digital dan Jasa Teknologi,"Jl. Tebet Barat IX Nomor 35 BB, Tebet Barat, Jakarta Selatan, 12810",https://ultravoucher.co.id/,5.000.000 Lot,25%,SF - SURYA FAJAR SEKURITAS,SF - SURYA FAJAR SEKURITASXA - NH KORINDO SEKURITAS INDONESIAYP - MIRAE ASSET SEKURITAS INDONESIA,2021-06-29,2021-07-06,100,130,2021-07-19,2021-07-23,2021-07-23,2021-07-26,27 Jul 2021,0.5,Rp 350
Closed,BMHS,PT Bundamedik Tbk,Healthcare,Healthcare Providers,Utama,Rp 340,0.24705882352941178,0.25,0.24528301886792453,0.25,0.24242424242424243,-0.04390243902439024,-0.00510204081632653,-0.17058823529411765,"Bergerak di bidang aktivitas rumah sakit swasta, poliklinik swasta, dan rumah sakit lainnya","Jl. Teuku Cik Ditiro No. 28, Menteng Jakarta 10350 - Indonesia",https://www.bmhs.co.id,6.200.000 Lot,7.26%,KI - CIPTADANA SEKURITAS ASIA,KI - CIPTADANA SEKURITAS ASIA,2021-06-17,2021-06-22,300,350,2021-06-30,2021-07-02,2021-07-02,2021-07-05,06 Jul 2021,0.0,
Closed,MASB,PT Bank Multiarta Sentosa Tbk,Industrials,Banks,Pengembangan,Rp 3.360,0.25,-0.06904761904761905,-0.06905370843989769,-0.06868131868131869,0.017699115044247787,-0.005797101449275362,-0.0029154518950437317,-0.005952380952380952,Bank,"Grha Bank Mas Jl. Setiabudi Selatan Kav.7-8, Jakarta Selatan 12920",https://www.bankmas.co.id,1.861.765 Lot,15%,SQ - BCA SEKURITAS,SQ - BCA SEKURITAS,2021-06-07,2021-06-15,3000,4000,2021-06-24,2021-06-28,2021-06-28,2021-06-29,30 Jun 2021,1.0,Rp 3.500
Closed,ARCI,PT Archi Indonesia Tbk,Utilities,Gold,Pengembangan,Rp 750,0.006666666666666667,-0.026490066225165563,0.02040816326530612,0.0,0.0,-0.02,-0.02040816326530612,-0.6,"Perusahaan holding di bidang pertambangan mineral (antara lain, emas dan perak)","Menara Rajawali, Lantai 19, Jl. DR Ide Anak Agung Gde Agung Lot #5.1, Kawasan Mega Kuningan, Jakarta Selatan 12950, Indonesia",https://www.archiindonesia.com,37.252.500 Lot,15%,AI - KAY HIAN SEKURITAS,AI - KAY HIAN SEKURITASC4 - CITIGROUP SEKURITAS INDONESIACS - CREDIT SUISSE SEKURITAS INDONESIANI - BNI SEKURITASCC - MANDIRI SEKURITAS,2021-05-31,2021-06-09,750,800,2021-06-22,2021-06-24,2021-06-24,2021-06-25,28 Jun 2021,0.0,
Closed,UNIQ,PT Ulima Nitra Tbk,Financials,"Oil, Gas & Coal Equipment & Services",Utama,Rp 118,0.3474576271186441,0.22641509433962265,-0.06666666666666667,-0.06593406593406594,-0.06470588235294118,-0.06918238993710692,-0.06756756756756757,4.296610169491525,Jasa Pertambangan dan Jasa Sewa Menyewa Peralatan Pertambangan,"JL. Betet No. 28 RT 22/ RW 9, 9 Ilir, Ilir Timur II, Palembang, Sumatera Selatan, 30113",https://www.ulimanitra.co.id,3.000.000 Lot,9.56%,SF - SURYA FAJAR SEKURITAS,SF - SURYA FAJAR SEKURITAS,2021-02-17,2021-02-19,115,118,2021-03-02,2021-03-04,2021-03-04,2021-03-05,08 Mar 2021,0.0,
Canceled,FAMA,PT Bank Fama International Tbk,Properties & Real Estate,,,Rp 298 - Rp 328,,,,,,,,,Bank Umum Swasta Non Devisa,"Jl. Asia Afrika No.115 Bandung - Jawa Barat, 40112",http://www.bankfama.co.id,13.121.050 Lot,24%,AR - BINAARTHA SEKURITAS,AR - BINAARTHA SEKURITAS,09 Dec 2020,17 Dec 2020,Rp 298,Rp 328,,,,,,0.0,
Waiting For Offering,RANS,PT Rans Entertainmen Indonesia Tbk,Consumer Cyclicals,Entertainment & Movie Production,,Rp 135 - Rp 170,,,,,,,,,"Bergerak dalam bidang usaha media dan hiburan, Pengelolaan IP, & Perusahaan Holding","Komplek Bumi Serpong Damai, Blok CBD Lot VIII No. 12, Kelurahan Lengkong Gudang, Kecamatan Serpong, Tangerang Selatan, Banten 15321",https://www.ransentertainment.co.id,25.250.000 Lot,20.02%,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,23 Jun 2026,25 Jun 2026,Rp 135,Rp 170,,,,,,,
Waiting For Offering,BACH,PT Bach Multi Global Tbk.,Industrials Syariah,,,Rp 400 - Rp 500,,,,,,,,,,,,,,,,,,,,,,,,,,
Waiting For Offering,JECX,PT Nitrasanata Dharma Tbk,Healthcare Syariah,,,Rp 1.200 - Rp 1.400,,,,,,,,,,,,,,,,,,,,,,,,,,
Waiting For Offering,EMMI,PT ESA MEDIKA MANDIRI TBK,Healthcare,Healthcare Supplies & Distributions,,Rp 446 - Rp 515,,,,,,,,,"Bergerak dalam perdagangan besar alat laboratorium, alat farmasi dan alat kedokteran untuk manusia","Esa 8 Building, Lantai 10 Jl. Ir.Sukarno No.Kav. 3 - 5, Paramount, Gading Serpong Tangerang, Banten – 15332",https://esamedikamandiri.com/,5.228.570 Lot,30%,OD - BRI DANAREKSA SEKURITAS,OD - BRI DANAREKSA SEKURITASRB - INA SEKURITAS INDONESIA,22 Jun 2026,24 Jun 2026,Rp 446,Rp 515,,,,,,,
Waiting For Offering,PRDL,PT Prodia Diagnostic Line Tbk,Healthcare,Healthcare Equipment,,Rp 100 - Rp 120,,,,,,,,,Bergerak dalam bidang pembuatan dan pengolahan alat kesehatan terkait diagnosa medis,"Kawasan Industri Jababeka III Jl. Tekno Boulevard Blok A3 Unit 3A-5-6 Jawa Barat, 17530 - Indonesia",https://www.proline.co.id,5.229.000 Lot,30%,AZ - SUCOR SEKURITAS,AZ - SUCOR SEKURITAS,18 Jun 2026,23 Jun 2026,Rp 100,Rp 120,,,,,,,
Waiting For Offering,JELI,PT Niramas Utama Tbk,Consumer Non-Cyclicals Syariah,,,Rp 900 - Rp 1.120,,,,,,,,,,,,,,,,,,,,,,,,,,
Closed,WBSA,PT BSA Logistics Indonesia Tbk,Transportation & Logistic Syariah,,,Rp 168,,,,,,,,,,,,,,,,,,,,,,,,10 Apr 2026,,
Closed,SUPA,PT Super Bank Indonesia Tbk,Financials,Banks,,Rp 635,,,,,,,,,Perbankan,"Revenue Tower, Lantai 28-29 SCBD, Lot 13 District 8 Jl. Jenderal Sudirman Kav. 52-53",https://www.superbank.id,44.066.123 Lot,13%,CC - MANDIRI SEKURITAS,CC - MANDIRI SEKURITASAZ - SUCOR SEKURITASDX - BAHANA SEKURITASBQ - KOREA INVESTMENT AND SEKURITAS INDONESIALG - TRIMEGAH SEKURITAS INDONESIA TBK.KZ - CLSA SEKURITAS INDONESIA,,,,,,,,,17 Dec 2025,,
Closed,RLCO,PT Abadi Lestari Indonesia Tbk,Consumer Non-Cyclicals,Processed Foods,,Rp 168,,,,,,,,,"Pengolahan dan pencucian sarang burung walet, serta perdagangan produk-produk kesehatan","Jl. Raya Bojonegoro – Babat Desa Balenrejo, Kecamatan Balen Kabupaten Bojonegoro, Jawa Timur 62182",https://realco-ali.com/,6.250.000 Lot,20%,IF - SAMUEL SEKURITAS INDONESIA,IF - SAMUEL SEKURITAS INDONESIA,,,,,,,,,08 Dec 2025,,
Closed,PJHB,PT Pelayaran Jaya Hidup Baru Tbk.,Transportation & Logistic Syariah,,,Rp 330,,,,,,,,,,,,,,,,,,,,,,,,06 Nov 2025,,
Closed,EMAS,PT Merdeka Gold Resources Tbk,Basic Materials,Diversified Metals & Minerals,,Rp 2.880,,,,,,,,,"Bidang pertambangan emas dan mineral pengikutnya, pengolahan dan kegiatan usaha terkait lainnya","Treasury Tower, Lantai 67, District 8, SCBD Lot. 28 Jl. Jend. Sudirman Kav. 52-53, Senayan, Kebayoran Baru Jakarta Selatan 12190, Indonesia",https://merdekagoldresources.com/,16.180.233 Lot,10%,LG - TRIMEGAH SEKURITAS INDONESIA TBK.,LG - TRIMEGAH SEKURITAS INDONESIA TBK.DH - SINARMAS SEKURITASAI - KAY HIAN SEKURITASTP - OCBC SEKURITAS INDONESIAPP - ALDIRACITA SEKURITAS INDONESIAPD - INDO PREMIER SEKURITASYO - AMANTARA SEKURITAS INDONESIA,,,,,,,,,23 Sep 2025,,
Closed,CHEK,PT Diastika Biotekindo Tbk,Healthcare Syariah,,,Rp 128,,,,,,,,,,,,,,,,,,,,,,,,10 Jul 2025,,
Closed,MERI,PT Merry Riana Edukasi Tbk,Consumer Cyclicals Syariah,,,Rp 128,,,,,,,,,,,,,,,,,,,,,,,,10 Jul 2025,,
Closed,BLOG,PT Trimitra Trans Persada Tbk,Transportation & Logistic Syariah,,,Rp 250,,,,,,,,,,,,,,,,,,,,,,,,10 Jul 2025,,
Closed,CDIA,PT Chandra Daya Investasi Tbk,Infrastructures,Electric Utilities,,Rp 190,,,,,,,,,Aktivitas Perusahaan Holding dan Konsultasi Manajemen Lainnya,"Wisma Barito Pacific Tower A, Lantai 5 Jl. Let. Jend. S. Parman Kav. 62 - 63 Jakarta Barat 11410, Indonesia",http://www.chandradaya-investasi.com,124.829.375 Lot,10%,HP - HENAN PUTIHRAI SEKURITAS,HP - HENAN PUTIHRAI SEKURITASSQ - BCA SEKURITASNI - BNI SEKURITASTP - OCBC SEKURITAS INDONESIADP - DBS VICKERS SEKURITAS INDONESIALG - TRIMEGAH SEKURITAS INDONESIA TBK.,,,,,,,,,09 Jul 2025,,
Closed,PMUI,PT Prima Multi Usaha Indonesia Tbk,Consumer Cyclicals Syariah,,,Rp 180,,,,,,,,,,,,,,,,,,,,,,,,10 Jul 2025,,
Closed,COIN,PT Indokripto Koin Semesta Tbk,Financials,Financial Holdings,,Rp 100,,,,,,,,,Holding serta Bursa Berjangka & Aset Kripto dan Jasa Kustodian Aset Kripto melalui Perusahaan Anak,"CFX Tower Lantai 8, Jalan Jenderal Gatot Subroto Kav. 35-36, Kuningan Timur, Setiabudi, Jakarta Selatan, Indonesia 12950",https://indokriptokoinsemesta.co.id,22.058.824 Lot,15%,KI - CIPTADANA SEKURITAS ASIA,KI - CIPTADANA SEKURITAS ASIA,,,,,,,,,09 Jul 2025,,
Closed,PSAT,PT Pancaran Samudera Transport Tbk,Transportation & Logistic Syariah,,,Rp 900,,,,,,,,,,,,,,,,,,,,,,,,08 Jul 2025,,
Closed,ASPR,PT Asia Pramulia Tbk,Basic Materials,Containers & Packaging,,Rp 124,,,,,,,,,Industri Barang dari Plastik untuk Pengemasan,"Jl. Raya Kedung Asem No.9, Kedung Baruk, Kec. Rungkut, Surabaya, Jawa Timur 60298",http://www.asiapramulia.com/,8.120.000 Lot,29.94%,XA - NH KORINDO SEKURITAS INDONESIA,XA - NH KORINDO SEKURITAS INDONESIAPG - PANCA GLOBAL SEKURITAS,,,,,,,,,08 Jul 2025,,
Closed,DKHH,PT Cipta Sarana Medika Tbk,Healthcare Syariah,,,Rp 132,,,,,,,,,,,,,,,,,,,,,,,,08 May 2025,,
Closed,FORE,PT Fore Kopi Indonesia Tbk,Consumer Non-Cyclicals Syariah,,,Rp 188,,,,,,,,,,,,,,,,,,,,,,,,14 Apr 2025,,
Closed,MDLA,PT Medela Potentia Tbk,Healthcare Syariah,,,Rp 188,,,,,,,,,,,,,,,,,,,,,,,,15 Apr 2025,,
Closed,YUPI,PT Yupi Indo Jelly Gum Tbk,Consumer Non-Cyclicals Syariah,,,Rp 2.390,,,,,,,,,,,,,,,,,,,,,,,,25 Mar 2025,,
Closed,KAQI,PT Jantra Grupo Indonesia Tbk,Consumer Cyclicals Syariah,,,Rp 118,,,,,,,,,,,,,,,,,,,,,,,,10 Mar 2025,,
Closed,MINE,PT Sinar Terang Mandiri Tbk,Basic Materials Syariah,,,Rp 216,,,,,,,,,,,,,,,,,,,,,,,,10 Mar 2025,,
Closed,OBAT,PT Brigit Biofarmaka Teknologi Tbk,Healthcare Syariah,,,Rp 350,,,,,,,,,,,,,,,,,,,,,,,,13 Jan 2025,,
Closed,CBDK,PT Bangun Kosambi Sukses Tbk,Properties & Real Estate Syariah,,,Rp 4.060,,,,,,,,,,,,,,,,,,,,,,,,13 Jan 2025,,
Closed,DGWG,PT Delta Giri Wacana Tbk,Basic Materials Syariah,,,Rp 230,,,,,,,,,,,,,,,,,,,,,,,,13 Jan 2025,,
Closed,HGII,PT Hero Global Investment Tbk,Infrastructures Syariah,,,Rp 200,,,,,,,,,,,,,,,,,,,,,,,,09 Jan 2025,,
Closed,RATU,PT Raharja Energi Cepu Tbk,Energy,Oil & Gas Production & Refinery,,Rp 1.150,,,,,,,,,Aktivitas Perusahaan Holding,"Office Park Thamrin Residence A01-05 Jl. Thamrin Boulevard, Kebon Melati, Kec. Tanah Abang Jakarta Pusat, DKI Jakarta Indonesia - 10230",https://rec.co.id,5.430.108 Lot,20%,HP - HENAN PUTIHRAI SEKURITAS,HP - HENAN PUTIHRAI SEKURITASAZ - SUCOR SEKURITAS,,,,,,,,,08 Jan 2025,,
Closed,YOII,PT Asuransi Digital Bersama Tbk,Financials,General Insurance,,Rp 100,,,,,,,,,Asuransi Umum,Gedung Tamansari Parama Lt. 9 Jl. Wahid Hasyim Kav. 84‐88 Jakarta 10340,https://adbinsure.com/,4.120.875 Lot,12.03%,LS - RELIANCE SEKURITAS INDONESIA TBK.,LS - RELIANCE SEKURITAS INDONESIA TBK.,,,,,,,,,08 Jan 2025,,
Closed,BRRC,PT Raja Roti Cemerlang Tbk,Consumer Non-Cyclicals Syariah,,,Rp 210,,,,,,,,,,,,,,,,,,,,,,,,09 Jan 2025,,
Closed,KSIX,PT Kentanix Supra International Tbk,Properties & Real Estate Syariah,,,Rp 452,,,,,,,,,,,,,,,,,,,,,,,,08 Jan 2025,,
